SE206,SE132,SE011,SE480,SE460,SE281,SE270,SE470,SE605,SE455,SE475,SE256,SE336,SE600,SE420,SE131,SE135,YEAR,SE375,SE136,SE380,SE025,CNTR_ID,SE446,COUNTRY,SE370,SE360,TF14,SE450,SE080,SE207,SE441
130297.0,0.8688788552,3411.76,68140.0,18274.0,104261.0,206936.0,33910.0,70350.0,105597.0,27203.0,5954.0,44506.0,69961.0,43899.0,179802.0,43552.0,2007,5353.0,751.63188879,6319.0,64.74,FI,187147.0,(SUO) Finland,5172.0,41325.0,(50) Specialist granivores,186630.0,153.21,850.4355661000001,497647.0
20325.0,0.7111306756,2292.77,41315.0,2727.0,29656.0,96020.0,9903.0,52205.0,78559.0,22797.0,7422.0,29735.0,52020.0,25147.0,68283.0,40535.0,2007,5593.0,677.18255022,4107.0,68.2,FI,174339.0,(SUO) Finland,2800.0,24129.0,(80) Mixed crops and livestock,86887.0,33.1,614.06901968,342512.0
3467.0,1.1729548601000002,1795.27,69454.0,631.0,33084.0,96820.0,576.0,26475.0,64045.0,30129.0,20066.0,32363.0,26321.0,43067.0,113566.0,90033.0,2007,8643.0,937.74178207,4984.0,110.45,SE,377427.0,(SVE) Sweden,2241.0,15506.0,(15) Specialist COP,46844.0,1.45,2391.1276672,488947.0
5830.0,1.0022708976,2829.06,94272.0,1871.0,47463.0,159011.0,3984.0,30234.0,83372.0,25131.0,25430.0,50506.0,30133.0,30494.0,159372.0,128111.0,2007,17071.0,1352.3362199,8626.0,104.93,SE,532036.0,(SVE) Sweden,14940.0,20404.0,(16) Specialist other fieldcrops,53300.0,7.44,695.4414988,670579.0
116.0,1.2587890206999999,9027.49,216337.0,162.0,114008.0,414546.0,201.0,5707.0,23025.0,767.0,13206.0,153407.0,5614.0,112894.0,521826.0,508505.0,2007,8796.0,96512.87327899999,7618.0,7.71,SE,94060.0,(SVE) Sweden,103434.0,27283.0,(20) Specialist horticulture,357361.0,0.3,382.50025702,474607.0
154619.0,0.9429023776000001,5002.53,139505.0,63846.0,100973.0,228638.0,32176.0,47913.0,91373.0,28076.0,16835.0,63438.0,47831.0,34777.0,215583.0,44129.0,2007,8305.0,452.20379394,10354.0,102.65,SE,194216.0,(SVE) Sweden,16371.0,29197.0,(45) Specialist milk,141426.0,94.18,1641.8062499000002,490674.0
22684.0,0.741596535,2501.87,89909.0,16055.0,33047.0,83419.0,19872.0,32772.0,57515.0,10855.0,16550.0,26989.0,32666.0,11111.0,61863.0,22629.0,2007,2456.0,337.66537216,3585.0,70.15,SE,142040.0,(SVE) Sweden,2688.0,14655.0,(49) Specialist cattle,59706.0,44.68,507.72818346,275310.0
194157.0,1.0027879428,3435.45,136716.0,35092.0,142171.0,266001.0,49268.0,20331.0,64111.0,19116.0,20693.0,51823.0,20250.0,20992.0,266742.0,51892.0,2007,11861.0,905.40857308,16014.0,64.98,SE,259143.0,(SVE) Sweden,14879.0,29252.0,(50) Specialist granivores,221805.0,212.05,915.6167168,580150.0
101729.0,0.8810043171999999,2786.19,133482.0,15217.0,95495.0,194975.0,35293.0,26566.0,62435.0,16647.0,15380.0,42969.0,26554.0,3353.0,171774.0,54665.0,2007,16914.0,721.68320828,9461.0,79.34,SE,95621.0,(SVE) Sweden,11066.0,19070.0,(70) Mixed livestock,58122.0,113.47,896.55443049,231394.0
85174.0,0.9467961270999999,3647.48,183599.0,16835.0,111131.0,275648.0,34935.0,50877.0,114895.0,55147.0,34007.0,70127.0,50610.0,35945.0,260983.0,141801.0,2007,22241.0,920.17834875,16003.0,170.87,SE,441894.0,(SVE) Sweden,19981.0,36165.0,(80) Mixed crops and livestock,170226.0,105.53,807.13987655,743849.0
9669.0,1.0076163352,11396.81,98545.0,4239.0,100633.0,265438.0,6299.0,64814.0,88428.0,32196.0,37814.0,71299.0,58333.0,64177.0,267460.0,219977.0,2007,11844.0,602.22027032,4888.0,370.11,SK,29886.0,(SVK) Slovakia,32732.0,44042.0,(15) Specialist COP,127702.0,20.48,470.24682241,250255.0
30779.0,0.8924400921,18613.39,125765.0,6990.0,112485.0,317944.0,10903.0,55726.0,88822.0,40251.0,35487.0,77973.0,51136.0,22564.0,283746.0,217481.0,2007,8595.0,880.73064567,4695.0,251.09,SK,23380.0,(SVK) Slovakia,63222.0,50974.0,(16) Specialist other fieldcrops,188374.0,34.24,898.85594411,307565.0
364541.0,0.6848448667,60706.18,345259.0,110533.0,367539.0,1128169.0,76985.0,294952.0,193465.0,112607.0,104452.0,194692.0,284226.0,-61766.0,772621.0,303629.0,2007,13775.0,312.83323567,15727.0,975.01,SK,18894.0,(SVK) Slovakia,232925.0,303510.0,(45) Specialist milk,1660749.0,390.32,933.96214441,1983555.0
28699.0,0.5538531081,16836.72,76980.0,15875.0,47075.0,172995.0,19003.0,91917.0,52589.0,20285.0,25984.0,33487.0,90290.0,24424.0,95814.0,41131.0,2007,4569.0,134.87343115,13517.0,317.06,SK,7073.0,(SVK) Slovakia,44078.0,30268.0,(48) Specialist sheep and goats,126536.0,79.32,361.82337853,202073.0
131444.0,0.5990851429999999,34150.88,314142.0,78407.0,152066.0,608813.0,67651.0,227770.0,133003.0,37397.0,122556.0,119335.0,220805.0,-16114.0,364731.0,110731.0,2007,10578.0,140.12590485,8236.0,803.08,SK,25078.0,(SVK) Slovakia,127707.0,190890.0,(49) Specialist cattle,1137752.0,268.25,490.00213655,1374240.0
839119.0,0.7153917193000001,106609.28,655316.0,163291.0,848850.0,2282599.0,244888.0,437335.0,331549.0,206704.0,66659.0,350882.0,416539.0,-209701.0,1632952.0,727174.0,2007,26771.0,456.28325771,18226.0,1594.06,SK,65247.0,(SVK) Slovakia,415456.0,622413.0,(70) Mixed livestock,3515910.0,922.89,909.22905813,4075997.0
344924.0,0.8099026841,65019.44,405909.0,74790.0,485703.0,1342338.0,104118.0,247025.0,251811.0,192440.0,91977.0,230644.0,227673.0,-7174.0,1087163.0,650262.0,2007,27712.0,620.11711814,17818.0,1056.5,SK,54971.0,(SVK) Slovakia,255973.0,324488.0,(80) Mixed crops and livestock,1571215.0,419.93,821.39349807,1952788.0
76.0,2.2567226885,3055.22,14.0,74.0,3212.0,15560.0,95.0,1760.0,13906.0,21124.0,346.0,5358.0,1181.0,20718.0,35115.0,34694.0,2007,103.0,6678.6511256,191.0,5.28,SI,98680.0,(SVN) Slovenia,1158.0,5538.0,(35) Specialist wine,28604.0,0.38,200.19299783,141264.0
21101.0,1.1353110003,3711.9,537.0,11570.0,16858.0,30697.0,3849.0,6981.0,24129.0,7497.0,2605.0,6138.0,6339.0,10665.0,34851.0,11146.0,2007,360.0,872.59082119,195.0,12.8,SI,113698.0,(SVN) Slovenia,142.0,7005.0,(45) Specialist milk,64092.0,18.52,1139.2569113,213489.0
3377.0,1.0359083131,2871.07,62.0,6903.0,5379.0,13916.0,2830.0,6982.0,20789.0,4565.0,4957.0,3842.0,6415.0,7578.0,14416.0,6081.0,2007,140.0,451.59247839,36.0,13.47,SI,117657.0,(SVN) Slovenia,93.0,4426.0,(48) Specialist sheep and goats,33116.0,8.78,384.50872785,178465.0
5517.0,0.8194159376000001,3085.93,189.0,3485.0,8142.0,17741.0,5500.0,6275.0,15872.0,5374.0,2168.0,4454.0,5548.0,2064.0,14537.0,6852.0,2007,138.0,627.83670203,63.0,10.92,SI,102304.0,(SVN) Slovenia,131.0,4813.0,(49) Specialist cattle,49673.0,11.27,489.57963558,171334.0
49104.0,1.2613046654,3320.46,3053.0,5150.0,33640.0,56832.0,10224.0,9865.0,57196.0,12034.0,2649.0,11064.0,9104.0,26082.0,71683.0,19930.0,2007,1119.0,1051.9881432,368.0,19.26,SI,80357.0,(SVN) Slovenia,642.0,9998.0,(50) Specialist granivores,123872.0,72.9,673.62537153,266574.0
7523.0,0.9056014791,3406.57,256.0,3611.0,8849.0,17706.0,4432.0,5737.0,11365.0,6087.0,502.0,4670.0,5086.0,3479.0,16035.0,8010.0,2007,151.0,827.05098934,121.0,9.72,SI,63076.0,(SVN) Slovenia,113.0,3803.0,(70) Mixed livestock,39096.0,13.66,550.52990621,117149.0
4754.0,0.917059518,3168.71,259.0,2547.0,7286.0,17326.0,2416.0,5854.0,12523.0,5901.0,814.0,4535.0,5125.0,3642.0,15889.0,10321.0,2007,191.0,1095.2359101,100.0,9.46,SI,76295.0,(SVN) Slovenia,247.0,4967.0,(80) Mixed crops and livestock,48190.0,7.8,609.71149979,139555.0
7192.0,1.1229168132,3902.02,186979.0,4382.0,64039.0,203485.0,6096.0,59701.0,128897.0,66752.0,25433.0,70554.0,58675.0,84826.0,228497.0,195872.0,2007,12862.0,1221.6134007,8031.0,181.12,UK,1540773.0,(UKI) United Kingdom,18306.0,29693.0,(15) Specialist COP,36704.0,14.78,486.70759969,1710756.0
16867.0,1.1304233109000001,5533.9,168647.0,6986.0,95651.0,273254.0,14761.0,56067.0,153622.0,54061.0,26826.0,78539.0,53942.0,89772.0,308893.0,265201.0,2007,20822.0,1695.2524142000002,9541.0,181.61,UK,1256568.0,(UKI) United Kingdom,32737.0,35965.0,(16) Specialist other fieldcrops,30740.0,27.8,606.81397754,1447915.0
1561.0,1.0676801026,20391.24,175341.0,790.0,216579.0,553116.0,1373.0,5947.0,86665.0,48183.0,19203.0,108891.0,4643.0,42298.0,590551.0,569787.0,2007,8454.0,26005.359511000002,8604.0,26.81,UK,426899.0,(UKI) United Kingdom,184707.0,25880.0,(20) Specialist horticulture,84813.0,3.2,487.96871434,599168.0
2078.0,1.014515176,11276.13,120738.0,1741.0,112260.0,282213.0,2340.0,10822.0,71330.0,10865.0,18491.0,51648.0,10118.0,17216.0,286310.0,265740.0,2007,2295.0,7728.465652500001,8318.0,38.21,UK,936647.0,(UKI) United Kingdom,84893.0,22800.0,(36) Specialist orchards - fruits,33709.0,5.25,395.89683963,1043427.0
291339.0,1.1516766837999999,6224.45,75946.0,145988.0,142581.0,278768.0,40329.0,36736.0,100438.0,15898.0,6015.0,64317.0,36082.0,80026.0,321051.0,23696.0,2007,9197.0,244.23437681,10817.0,99.32,UK,893086.0,(UKI) United Kingdom,22635.0,29221.0,(45) Specialist milk,88469.0,185.43,1571.1139175,1227981.0
56349.0,0.6959726299,3779.71,34865.0,53151.0,37574.0,99132.0,38808.0,51951.0,59308.0,5178.0,4981.0,30216.0,51377.0,21963.0,68993.0,7663.0,2007,5749.0,31.533835616999998,4450.0,243.83,UK,693733.0,(UKI) United Kingdom,6369.0,14775.0,(48) Specialist sheep and goats,38269.0,150.95,373.29593888,844461.0
61342.0,0.7804691172,3519.22,39256.0,51947.0,38915.0,99413.0,57810.0,41821.0,59374.0,7672.0,6943.0,31076.0,41207.0,20086.0,77588.0,9304.0,2007,4348.0,85.15792765399999,4352.0,110.32,UK,784625.0,(UKI) United Kingdom,4512.0,16210.0,(49) Specialist cattle,61007.0,128.64,476.85617082,956952.0
555441.0,1.0738308701000001,8746.39,109580.0,17751.0,340234.0,552114.0,77600.0,12020.0,87385.0,6410.0,13733.0,91359.0,11157.0,53138.0,592877.0,23703.0,2007,6260.0,713.09688328,14173.0,37.89,UK,562495.0,(UKI) United Kingdom,71862.0,28224.0,(50) Specialist granivores,124132.0,515.84,1076.7684585000002,791762.0
20896.0,0.9944164997,11116.11,135745.0,33156.0,102318.0,361958.0,15682.0,48854.0,128885.0,54965.0,43728.0,107857.0,47669.0,45648.0,359937.0,295313.0,2007,15001.0,1850.6920849,5596.0,179.95,UK,1327690.0,(UKI) United Kingdom,97571.0,33614.0,(60) Mixed crops,40784.0,53.36,391.60812758,1530515.0
193094.0,0.9337287593000001,5857.1,45920.0,49668.0,140009.0,257282.0,54042.0,39512.0,86249.0,12470.0,7063.0,53700.0,39093.0,22383.0,240231.0,40074.0,2007,4015.0,440.946567,12526.0,95.82,UK,926703.0,(UKI) United Kingdom,22710.0,24322.0,(70) Mixed livestock,64323.0,229.09,842.87714622,1126943.0
71248.0,0.9441608322,4773.49,92107.0,34574.0,76515.0,197885.0,57076.0,56462.0,105752.0,31843.0,13561.0,58446.0,55578.0,46198.0,186835.0,102027.0,2007,10803.0,710.81392324,7644.0,156.65,UK,1094919.0,(UKI) United Kingdom,18751.0,25727.0,(80) Mixed crops and livestock,43248.0,119.73,595.06103493,1278493.0
9740.0,1.0820480117,2823.03,40388.0,10962.0,45941.0,118054.0,6609.0,34522.0,75631.0,5498.0,4933.0,30452.0,33677.0,40895.0,127741.0,113068.0,2008,15649.0,1720.1671825999997,6739.0,66.98,BE,278085.0,(BEL) Belgium,932.0,18343.0,(16) Specialist other fieldcrops,64668.0,12.15,801.51225942,429346.0
257.0,1.1989282422,9223.92,57838.0,276.0,90180.0,262301.0,138.0,4394.0,75266.0,43806.0,12229.0,73398.0,2057.0,56067.0,314480.0,301994.0,2008,2329.0,41438.238338999996,7062.0,6.8,BE,98147.0,(BEL) Belgium,47089.0,42243.0,(20) Specialist horticulture,183645.0,0.35,726.74801351,357334.0
134712.0,1.2455646568,4518.32,8713.0,64602.0,54073.0,119773.0,24489.0,24191.0,62054.0,1895.0,1439.0,28202.0,24283.0,50734.0,149185.0,13035.0,2008,7198.0,282.31058777,7334.0,46.37,BE,411892.0,(BEL) Belgium,336.0,22631.0,(45) Specialist milk,107568.0,88.13,1528.6218609999999,646082.0
91909.0,0.9887394408,4343.3,7976.0,103310.0,54949.0,111175.0,75992.0,33743.0,50553.0,2912.0,1491.0,25157.0,32444.0,30538.0,109923.0,16523.0,2008,7494.0,295.36641893,6571.0,55.99,BE,211866.0,(BEL) Belgium,381.0,16624.0,(49) Specialist cattle,74240.0,110.81,829.40919101,439957.0
367002.0,1.0950202870999999,3986.66,8058.0,35440.0,280733.0,362733.0,74897.0,11737.0,43922.0,3926.0,4095.0,36284.0,9585.0,45273.0,397200.0,26102.0,2008,5050.0,1204.169863,8302.0,22.09,BE,188291.0,(BEL) Belgium,1180.0,31183.0,(50) Specialist granivores,199361.0,372.61,984.96231463,466998.0
10404.0,1.2043223961,6413.78,60771.0,20115.0,48496.0,125210.0,11998.0,19257.0,62527.0,2675.0,2514.0,28121.0,18378.0,41199.0,150793.0,137875.0,2008,7345.0,3800.4585098000007,5985.0,36.73,BE,165813.0,(BEL) Belgium,13133.0,22129.0,(60) Mixed crops,77438.0,18.64,558.07542641,325893.0
267259.0,1.1350501334,5223.44,14302.0,76004.0,172922.0,265214.0,62813.0,28566.0,67527.0,3092.0,1629.0,40197.0,27382.0,60211.0,301032.0,32144.0,2008,8257.0,694.07883034,10847.0,46.35,BE,405610.0,(BEL) Belgium,873.0,32119.0,(70) Mixed livestock,187550.0,236.91,1128.1062195,736651.0
77099.0,1.0729730318000001,4811.71,32614.0,61371.0,76981.0,158494.0,48743.0,35738.0,83391.0,5792.0,3890.0,34038.0,34560.0,44382.0,170059.0,89071.0,2008,12128.0,1401.1577904,7753.0,63.83,BE,336723.0,(BEL) Belgium,2352.0,25243.0,(80) Mixed crops and livestock,95117.0,82.89,930.13200092,576602.0
1335.0,1.0161349483,13545.27,64774.0,688.0,43415.0,147162.0,234.0,35677.0,92123.0,28661.0,7163.0,42104.0,35221.0,38043.0,149537.0,141039.0,2008,23117.0,492.60005356,5031.0,296.63,BG,60089.0,(BGR) Bulgaria,20155.0,13341.0,(15) Specialist COP,20719.0,1.7,608.95250296,173619.0
523.0,1.0721512236,5358.99,16848.0,45.0,7048.0,24059.0,242.0,4727.0,13808.0,2638.0,868.0,6815.0,4570.0,6306.0,25794.0,24404.0,2008,1815.0,927.82822256,1282.0,27.23,BG,10157.0,(BGR) Bulgaria,3913.0,3185.0,(16) Specialist other fieldcrops,5606.0,0.15,526.62333879,29616.0
105.0,1.2315830505,5251.98,12054.0,18.0,4943.0,19162.0,10.0,538.0,9103.0,990.0,5402.0,7693.0,426.0,4887.0,23599.0,18092.0,2008,199.0,7265.5094481999995,838.0,2.51,BG,7908.0,(BGR) Bulgaria,3475.0,2014.0,(20) Specialist horticulture,9959.0,0.09,1138.4792040999998,26988.0
19.0,1.0215830078,10408.06,62917.0,8.0,6305.0,37196.0,63.0,5049.0,15423.0,615.0,3832.0,10187.0,5042.0,6064.0,37999.0,34147.0,2008,2967.0,1673.1010879,2970.0,20.49,BG,92319.0,(BGR) Bulgaria,7337.0,7430.0,(35) Specialist wine,6146.0,0.03,743.61593853,113896.0
14.0,1.2619052022,4593.68,13767.0,10.0,2260.0,12909.0,10.0,1640.0,8996.0,465.0,1087.0,3014.0,1627.0,5021.0,16289.0,15188.0,2008,459.0,1373.15958,591.0,11.68,BG,27501.0,(BGR) Bulgaria,3640.0,2944.0,(36) Specialist orchards - fruits,3473.0,0.03,385.17654982,39980.0
10641.0,1.2155437454,3750.45,6681.0,5800.0,6597.0,11352.0,1022.0,1988.0,2533.0,1355.0,365.0,2368.0,1954.0,4403.0,13799.0,2793.0,2008,239.0,317.86507333,172.0,8.97,BG,2986.0,(BGR) Bulgaria,1270.0,705.0,(45) Specialist milk,5562.0,12.44,855.38939749,16879.0
6454.0,1.1851696923000001,3928.15,4717.0,4646.0,3585.0,6720.0,893.0,1277.0,1176.0,592.0,74.0,1192.0,1271.0,2515.0,7964.0,1436.0,2008,115.0,273.12271622,43.0,5.34,BG,3139.0,(BGR) Bulgaria,1285.0,499.0,(48) Specialist sheep and goats,4705.0,9.07,711.96878643,13666.0
9768.0,1.1278209195,3200.85,8021.0,5960.0,6864.0,11794.0,2040.0,2332.0,3529.0,1423.0,506.0,2194.0,2322.0,3830.0,13302.0,3028.0,2008,465.0,276.3645835,445.0,11.19,BG,1709.0,(BGR) Bulgaria,931.0,895.0,(49) Specialist cattle,5699.0,15.76,619.64123652,16896.0
48893.0,1.001445139,5070.2,23379.0,2080.0,39760.0,55640.0,7350.0,546.0,12348.0,1821.0,5531.0,6742.0,473.0,611.0,55720.0,1295.0,2008,258.0,483.53667217,1388.0,2.87,BG,2279.0,(BGR) Bulgaria,4178.0,3315.0,(50) Specialist granivores,18403.0,60.1,813.54608182,35111.0
426.0,1.0795140466,8518.81,14346.0,263.0,6281.0,23292.0,112.0,4207.0,10688.0,2942.0,2227.0,6737.0,4155.0,6007.0,25144.0,22492.0,2008,2294.0,672.48590072,316.0,34.62,BG,16951.0,(BGR) Bulgaria,4742.0,2922.0,(60) Mixed crops,6881.0,0.71,534.6131456,34783.0
4623.0,1.2609552658,3132.43,4204.0,1378.0,3547.0,8301.0,2164.0,1384.0,4153.0,2735.0,304.0,2142.0,1372.0,3548.0,10467.0,5541.0,2008,518.0,516.95893857,108.0,10.85,BG,6251.0,(BGR) Bulgaria,1008.0,978.0,(80) Mixed crops and livestock,4134.0,3.79,813.82319784,15916.0
28.0,0.0772945856,1657.71,12994.0,46.0,9087.0,23935.0,34.0,14808.0,15592.0,79.0,79.0,3830.0,14803.0,-7282.0,1850.0,1743.0,2008,6216.0,39.662403369,220.0,46.05,CY,329929.0,(CYP) Cyprus,133.0,4450.0,(15) Specialist COP,6097.0,0.04,642.51744496,351664.0
53.0,1.1720052734,4168.51,33763.0,42.0,10544.0,41355.0,2.0,5043.0,20391.0,1.0,0.0,13845.0,5027.0,13358.0,48468.0,48416.0,2008,2267.0,5249.576354600001,19.0,9.97,CY,138935.0,(CYP) Cyprus,8626.0,6053.0,(16) Specialist other fieldcrops,29590.0,0.02,2337.9921716999997,188958.0
34962.0,0.8838437754,2809.05,36855.0,27639.0,30190.0,42683.0,4844.0,15282.0,17516.0,0.0,0.0,4995.0,15254.0,12099.0,37725.0,2763.0,2008,1351.0,237.23352379,325.0,11.98,CY,50496.0,(CYP) Cyprus,1573.0,4249.0,(48) Specialist sheep and goats,29468.0,17.79,1965.3493981,125119.0
5645.0,0.9187624759,5689.8,77284.0,1573.0,59967.0,167784.0,2607.0,42231.0,155456.0,16174.0,6619.0,56357.0,40173.0,27428.0,154154.0,141891.0,2008,8427.0,804.10840701,2263.0,176.7,CZ,72448.0,(CZE) Czech Republic,15910.0,24860.0,(15) Specialist COP,76490.0,7.7,732.58653569,305967.0
26171.0,0.9150100143000001,12281.96,156382.0,8075.0,117755.0,329763.0,9215.0,65435.0,200770.0,30954.0,21325.0,110456.0,61853.0,35603.0,301736.0,254240.0,2008,14434.0,1150.5762747,3747.0,221.41,CZ,88941.0,(CZE) Czech Republic,48710.0,34661.0,(16) Specialist other fieldcrops,169520.0,25.66,1016.9728951,467306.0
-172.0,1.0993622641,8790.56,35905.0,0.0,17093.0,81962.0,0.0,26583.0,57124.0,45542.0,1268.0,28529.0,25320.0,35125.0,90106.0,89010.0,2008,2603.0,2694.1858605,1001.0,33.11,CZ,97592.0,(CZE) Czech Republic,14868.0,17868.0,(35) Specialist wine,98790.0,2.23,-76.88927532,253506.0
165.0,0.9981737146999999,6482.45,25687.0,0.0,12743.0,69244.0,122.0,10419.0,48284.0,7984.0,5299.0,27672.0,9408.0,11434.0,69117.0,63654.0,2008,1182.0,2333.7762165999998,720.0,28.15,CZ,43787.0,(CZE) Czech Republic,16359.0,10567.0,(36) Specialist orchards - fruits,24871.0,0.35,467.56683523,116942.0
215164.0,0.8407540882,19822.69,131347.0,85531.0,151513.0,396076.0,39641.0,93984.0,198086.0,33479.0,19240.0,110621.0,91320.0,30430.0,333002.0,98598.0,2008,6188.0,396.33220845,5307.0,249.04,CZ,54909.0,(CZE) Czech Republic,86304.0,36143.0,(45) Specialist milk,335515.0,156.41,1375.6644497000002,674041.0
11843.0,0.5586382486,4239.74,19297.0,16255.0,22488.0,64319.0,10042.0,46902.0,35710.0,6367.0,3703.0,26136.0,46213.0,17825.0,35931.0,20386.0,2008,1349.0,220.00823926,514.0,94.81,CZ,26224.0,(CZE) Czech Republic,3314.0,10517.0,(48) Specialist sheep and goats,43093.0,35.45,334.07466444,121282.0
42175.0,0.6327228075,7036.98,59848.0,38944.0,46643.0,137564.0,22445.0,86115.0,88021.0,11264.0,9787.0,46057.0,84748.0,34581.0,87040.0,35077.0,2008,4238.0,204.84396297,2379.0,171.24,CZ,54322.0,(CZE) Czech Republic,22071.0,16176.0,(49) Specialist cattle,105916.0,80.12,526.39764234,287203.0
680351.0,0.9326760507999999,24692.26,192808.0,49513.0,534264.0,805987.0,147918.0,18774.0,305215.0,8838.0,35147.0,112392.0,15935.0,-38327.0,751725.0,36227.0,2008,5614.0,939.45499033,4750.0,38.75,CZ,38489.0,(CZE) Czech Republic,100689.0,48279.0,(50) Specialist granivores,787313.0,809.66,840.29065442,1180530.0
45747.0,0.8379692281000001,24696.49,271819.0,12356.0,115497.0,361585.0,7876.0,69337.0,207731.0,38645.0,20559.0,100480.0,62926.0,13722.0,302997.0,236692.0,2008,12108.0,1209.4276533,2923.0,195.9,CZ,119658.0,(CZE) Czech Republic,89584.0,40994.0,(60) Mixed crops,327999.0,34.29,1334.2611839,667745.0
485977.0,0.8310528537999999,44158.24,370673.0,160041.0,430796.0,997957.0,113452.0,194308.0,446367.0,80369.0,46690.0,248927.0,186882.0,29341.0,829355.0,296687.0,2008,22331.0,521.02156469,12501.0,569.75,CZ,87065.0,(CZE) Czech Republic,212253.0,71150.0,(70) Mixed livestock,864958.0,420.38,1156.0407127,1558430.0
233786.0,0.8579281314,27416.5,280594.0,83823.0,270801.0,675412.0,60763.0,134371.0,354166.0,76877.0,34045.0,183253.0,127036.0,35850.0,579455.0,311624.0,2008,19317.0,733.40569945,8552.0,425.56,CZ,83336.0,(CZE) Czech Republic,140014.0,53474.0,(80) Mixed crops and livestock,542003.0,202.44,1154.8439029,1063328.0
60949.0,0.7857718048000001,1947.12,165905.0,479.0,58206.0,192836.0,64761.0,25194.0,108211.0,32667.0,20160.0,38823.0,21787.0,-19478.0,151525.0,70416.0,2008,10132.0,991.83199706,48922.0,74.7,DK,1438034.0,(DAN) Denmark,13249.0,23505.0,(15) Specialist COP,209223.0,2.78,8445.7049783,1755947.0
36628.0,0.8118783677,2493.44,273689.0,1423.0,67798.0,267939.0,35213.0,41354.0,150668.0,54474.0,41423.0,61297.0,36421.0,-13948.0,217534.0,139483.0,2008,20950.0,1315.8475843,69128.0,111.0,DK,2190326.0,(DAN) Denmark,17424.0,31341.0,(16) Specialist other fieldcrops,259200.0,6.93,755.26259493,2601616.0
219.0,1.0309403936,12936.67,226225.0,154.0,224998.0,744458.0,1338.0,12989.0,166260.0,126590.0,56312.0,174566.0,8702.0,35218.0,767491.0,710960.0,2008,13429.0,31632.784213,47385.0,23.34,DK,690770.0,(DAN) Denmark,231462.0,52617.0,(20) Specialist horticulture,337818.0,0.84,262.13362398,1195002.0
1387.0,0.9546388551,2427.45,127199.0,943.0,25439.0,102858.0,910.0,8264.0,60790.0,7980.0,15829.0,26949.0,6651.0,1985.0,98192.0,80977.0,2008,665.0,3447.0182626999995,19050.0,23.81,DK,715463.0,(DAN) Denmark,15547.0,15209.0,(36) Specialist orchards - fruits,87057.0,2.42,572.03869658,864253.0
411202.0,0.8676395653,4453.39,178605.0,120336.0,280119.0,641158.0,63608.0,61205.0,261791.0,83726.0,13205.0,104733.0,55919.0,-28835.0,556294.0,131887.0,2008,18714.0,1123.1082717,145563.0,119.75,DK,2015893.0,(DAN) Denmark,36888.0,55141.0,(45) Specialist milk,636250.0,187.1,2197.7872531999997,3034270.0
33829.0,0.6621027392000001,1306.57,75968.0,17736.0,49662.0,122846.0,30154.0,23924.0,50513.0,10141.0,15740.0,28366.0,22196.0,-19296.0,81336.0,31768.0,2008,3372.0,737.71056375,27086.0,43.6,DK,785251.0,(DAN) Denmark,2259.0,12100.0,(49) Specialist cattle,137462.0,45.91,736.8026737,990962.0
594434.0,0.7599174535,5408.83,379011.0,90229.0,507269.0,1007724.0,131723.0,45375.0,331870.0,52801.0,31928.0,110989.0,37450.0,-204368.0,765787.0,139425.0,2008,31651.0,1041.0075222,203131.0,139.25,DK,2476604.0,(DAN) Denmark,65489.0,89196.0,(50) Specialist granivores,994985.0,603.82,984.45262475,3893689.0
10273.0,0.9503918734000001,4539.12,213198.0,1231.0,84457.0,306848.0,3604.0,31336.0,149682.0,71348.0,26312.0,68336.0,26747.0,11746.0,291625.0,255040.0,2008,9204.0,3644.0525715000003,54910.0,71.4,DK,1661082.0,(DAN) Denmark,54038.0,35903.0,(60) Mixed crops,228996.0,16.56,620.24435863,2040991.0
369353.0,0.7290982881,4474.79,215847.0,69516.0,335438.0,726560.0,102272.0,84408.0,235924.0,70865.0,21399.0,109597.0,77417.0,-119353.0,529734.0,138982.0,2008,19580.0,938.45707621,156257.0,152.57,DK,2907355.0,(DAN) Denmark,45016.0,60672.0,(70) Mixed livestock,773963.0,301.59,1224.6723330999998,3986758.0
91244.0,0.7219503278,2094.63,218826.0,8241.0,108674.0,268123.0,42178.0,34307.0,110392.0,35028.0,18938.0,47305.0,30816.0,-43667.0,193572.0,83389.0,2008,13593.0,1044.4679907,59807.0,82.54,DK,1377494.0,(DAN) Denmark,12123.0,26622.0,(80) Mixed crops and livestock,333321.0,96.45,946.05259769,1829447.0
8483.0,0.9252311514,4185.89,121200.0,2327.0,76014.0,219060.0,3735.0,56718.0,108961.0,7549.0,16595.0,63913.0,53552.0,35963.0,202681.0,177603.0,2008,24737.0,1108.5841914999999,6800.0,165.48,DE,580712.0,(DEU) Germany,18342.0,29254.0,(15) Specialist COP,70339.0,8.47,898.78532038,762333.0
13511.0,1.0119693562999998,5107.48,112022.0,3153.0,73340.0,219298.0,4680.0,43873.0,103737.0,4999.0,17972.0,68095.0,43484.0,42350.0,221923.0,190440.0,2008,20589.0,1780.5721667999999,6014.0,110.77,DE,735441.0,(DEU) Germany,22275.0,28985.0,(16) Specialist other fieldcrops,66690.0,12.99,1028.8368137,909020.0
